"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Asdrubal Cabrera","Rangers","54","224","201","52","12","0","8","27","28","19","45","2","1","1","",".262",".329",".440",".770",".326","","95","-0.6","0.1","","-2.0","0.9","0.7","4962"
"Nick Senzel","Reds","55","247","222","59","13","2","7","32","26","20","57","2","7","3","",".265",".329",".441",".770",".326","","98","0.3","-0.6","","-0.5","0.2","0.8","19293"
"Ryan McMahon","Rockies","51","207","186","50","11","1","7","24","26","17","55","1","2","1","",".267",".330",".443",".773",".326","","84","0.3","-0.6","","-4.0","-0.4","0.2","15112"
"Corey Dickerson","Pirates","35","146","134","37","9","1","5","17","19","8","29","1","1","1","",".274",".319",".467",".787",".326","","101","-0.1","0.3","","0.1","-0.7","0.4","10762"
"Chris Carter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".307",".473",".779",".326","","101","0.0","0.0","","0.0","0.0","0.0","9911"
"Jake Lamb","Diamondbacks","38","157","135","32","7","1","6","18","19","19","41","2","1","1","",".237",".338",".430",".768",".326","","98","0.3","-0.2","","-0.2","-0.9","0.4","13329"
"Luis Arraez","Twins","10","43","39","12","2","0","0","5","4","3","4","0","0","0","",".306",".356",".397",".753",".326","","101","0.0","-0.1","","0.1","-0.2","0.1","18568"
"Eduardo Escobar","Diamondbacks","56","243","220","57","13","3","9","30","31","18","50","2","2","1","",".259",".318",".461",".780",".325","","97","0.3","0.0","","-0.6","0.8","0.8","6153"
"Jay Bruce","Phillies","45","189","170","40","9","0","10","24","28","16","45","1","1","0","",".238",".306",".478",".783",".325","","99","-0.2","-1.3","","-0.3","-3.5","0.2","9892"
"Domingo Santana","Mariners","54","232","204","51","10","1","9","28","29","24","73","2","3","1","",".249",".332",".434",".766",".325","","107","0.3","-2.0","","2.4","-4.4","0.6","10348"
"Travis Shaw","Brewers","33","138","120","28","6","0","6","17","19","16","34","1","1","0","",".236",".328",".446",".773",".325","","98","-0.2","0.2","","-0.6","0.6","0.4","11982"
"Whit Merrifield","Royals","57","264","239","67","14","3","5","35","25","19","44","2","11","4","",".282",".337",".432",".768",".325","","101","1.1","0.4","","1.3","-0.9","1.0","11281"
"Robinson Cano","Mets","51","224","204","55","12","0","8","26","29","16","35","2","0","0","",".271",".327",".445",".772",".325","","104","-0.7","-0.9","","0.6","-0.3","0.7","3269"
"Ben Zobrist","Cubs","7","30","27","7","1","0","1","4","3","3","4","0","0","0","",".265",".351",".400",".751",".325","","99","0.0","0.0","","-0.1","-0.1","0.1","7435"
"Logan Morrison","Phillies","3","11","10","2","0","0","1","1","2","1","3","0","0","0","",".229",".314",".460",".774",".325","","99","0.0","0.0","","0.0","-0.3","0.0","9205"
"David Freese","Dodgers","25","106","93","23","5","0","4","13","13","10","27","2","0","0","",".253",".335",".426",".761",".325","","103","-0.5","0.3","","-0.1","-0.7","0.3","9549"
"Brian Mundell","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".279",".339",".423",".761",".325","","83","0.0","0.0","","0.0","0.0","0.0","sa875185"
"Steve Pearce","Red Sox","30","124","110","27","6","0","5","16","16","11","29","2","0","0","",".251",".326",".438",".764",".324","","97","-0.1","-0.1","","-0.6","-2.0","0.2","9957"
"Willie Calhoun","Rangers","25","106","96","26","5","0","4","13","13","7","16","1","1","0","",".269",".325",".444",".769",".324","","94","0.1","-0.4","","-0.7","-1.6","0.1","17838"
"Steven Souza Jr.","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".328",".434",".762",".324","","97","0.0","0.0","","0.0","0.0","0.0","5667"
"Colton Welker","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".289",".334",".433",".767",".324","","83","0.0","0.0","","0.0","0.0","0.0","sa917962"
"Randal Grichuk","Blue Jays","42","179","163","40","10","1","10","23","27","12","50","2","1","0","",".242",".298",".484",".782",".324","","102","0.2","-0.2","","0.6","-0.9","0.6","10243"
"Kendrys Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".327",".439",".766",".324","","100","0.0","0.0","","0.0","0.0","0.0","8610"
"Kurt Suzuki","Nationals","28","113","102","27","5","0","4","13","15","7","15","2","0","0","",".264",".322",".445",".768",".324","","96","-0.4","-0.8","","-1.0","0.9","0.1","8259"
"Brandon Nimmo","Mets","36","153","127","30","6","1","4","18","15","21","41","3","2","1","",".233",".353",".390",".742",".324","","104","0.3","-1.1","","1.0","-1.5","0.4","12927"
"Danny Jansen","Blue Jays","38","148","131","33","7","1","5","18","18","13","27","3","1","0","",".253",".330",".429",".759",".323","","101","0.2","0.1","","0.4","2.4","1.1","16535"
"Tyler Naquin","Indians","49","192","175","47","10","1","6","23","25","13","48","2","3","1","",".271",".325",".445",".771",".323","","97","0.4","0.7","","-0.3","-1.3","0.5","13359"
"Ramon Laureano","Athletics","55","222","200","52","11","1","8","27","28","16","57","3","6","2","",".259",".322",".443",".764",".323","","103","0.8","0.5","","1.8","1.4","1.1","17128"
"Lucas Duda","Royals","31","128","112","26","6","0","6","16","17","13","35","2","0","0","",".235",".318",".455",".774",".323","","100","-0.4","-0.2","","-0.5","-2.4","0.2","2502"
"DJ LeMahieu","Yankees","56","254","229","64","11","1","6","34","26","20","37","2","3","1","",".279",".339",".415",".754",".323","","100","-0.1","1.7","","-0.2","1.9","1.0","9874"
"Franklin Gutierrez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".317",".448",".765",".323","","-100","0.0","0.0","","0.0","0.0","","3255"
"Gregory Polanco","Pirates","37","158","140","35","8","1","6","19","20","15","36","1","3","1","",".250",".325",".444",".769",".323","","99","0.3","0.2","","0.1","-1.3","0.4","12907"
"Enrique Hernandez","Dodgers","38","160","141","34","7","1","7","20","21","16","34","1","1","0","",".244",".323",".445",".768",".323","","101","0.4","0.4","","0.7","0.8","0.7","10472"
"Melky Cabrera","Pirates","20","84","77","22","5","0","2","9","10","5","10","1","0","0","",".286",".332",".432",".764",".323","","99","-0.3","-0.6","","-0.4","-1.2","0.1","4022"
"Christin Stewart","Tigers","50","218","191","46","9","1","8","26","26","22","51","2","1","0","",".243",".328",".433",".761",".322","","100","-0.1","-1.2","","-0.1","-3.6","0.4","17714"
"Mark Reynolds","Rockies","19","76","66","16","3","0","3","9","10","8","23","1","0","0","",".238",".324",".434",".758",".322","","82","-0.3","-0.1","","-2.1","-0.6","0.0","7619"
"Nick Solak","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".331",".424",".754",".322","","93","0.0","0.0","","0.0","0.0","0.0","sa874054"
"Fernando Tatis Jr.","Padres","58","261","233","59","9","3","10","35","28","21","75","3","9","3","",".252",".319",".447",".766",".322","","100","0.8","-0.3","","0.6","2.3","1.1","19709"
"Miguel Andujar","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".269",".308",".463",".772",".322","","99","0.0","0.0","","0.0","0.0","0.0","15878"
"Brandon Lowe","Rays","46","199","177","44","9","1","8","25","25","17","55","2","2","1","",".248",".319",".443",".762",".322","","103","0.6","0.9","","1.3","1.1","0.9","18882"
"Wilson Ramos","Mets","39","159","144","38","6","0","6","18","21","13","27","1","0","0","",".265",".325",".443",".768",".322","","102","-1.2","-0.3","","-0.8","2.1","0.4","1433"
"Brent Rooker","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".316",".448",".764",".321","","98","0.0","0.0","","0.0","0.0","0.0","sa3003172"
"Mark Trumbo","Orioles","10","42","38","9","2","0","2","5","6","3","11","0","0","0","",".247",".304",".464",".768",".321","","99","-0.1","0.0","","-0.1","-1.1","0.0","6876"
"Troy Tulowitzki","Yankees","1","3","2","1","0","0","0","0","0","0","1","0","0","0","",".255",".316",".447",".763",".321","","98","0.0","0.0","","0.0","0.0","0.0","3531"
"Yadiel Hernandez","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".268",".334",".422",".757",".321","","94","0.0","0.0","","0.0","0.0","0.0","sa724030"
"Matt Beaty","Dodgers","13","54","49","14","3","0","2","6","7","3","8","1","0","0","",".277",".322",".437",".759",".321","","100","0.0","-0.1","","0.1","-0.6","0.1","17710"
"Bobby Dalbec","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".318",".446",".764",".321","","95","0.0","0.0","","0.0","0.0","0.0","sa857701"
"Jean Segura","Phillies","55","248","228","65","12","1","6","32","25","13","33","3","6","2","",".284",".329",".427",".756",".321","","97","0.6","-1.5","","-0.6","0.9","0.8","5933"
"Jedd Gyorko","Cardinals","3","14","12","3","1","0","1","2","2","1","3","0","0","0","",".249",".322",".434",".756",".321","","98","0.0","0.0","","-0.1","0.0","0.0","10816"
"Dexter Fowler","Cardinals","55","229","195","47","9","1","6","26","25","28","54","3","3","1","",".240",".342",".400",".742",".321","","98","0.6","-2.7","","0.0","-3.8","0.4","4062"
"Danny Valencia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".260",".321",".439",".760",".320","","-100","0.0","0.0","","0.0","0.0","","6364"
"Austin Riley","Braves","44","179","164","41","8","1","9","21","26","12","51","2","1","0","",".252",".306",".465",".771",".320","","94","0.1","0.7","","-1.3","-1.0","0.3","18360"
"Matt Kemp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".262",".309",".459",".768",".320","","94","0.0","0.0","","0.0","0.0","0.0","5631"
"Tyler Nevin","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".277",".337",".409",".746",".320","","81","0.0","0.0","","0.0","0.0","0.0","sa874752"
"Brian Anderson","Marlins","57","247","218","56","12","1","7","27","27","22","52","4","2","1","",".256",".333",".414",".747",".320","","100","0.1","0.6","","0.2","0.5","0.8","18289"
"Aledmys Diaz","Astros","20","83","76","20","4","0","3","10","11","5","13","1","1","0","",".264",".314",".448",".762",".320","","103","-0.1","-0.1","","0.1","-0.3","0.3","15937"
"Tommy La Stella","Angels","22","92","83","23","4","0","3","11","10","7","12","1","0","0","",".271",".333",".414",".747",".320","","102","-0.1","-0.4","","0.1","-0.1","0.3","12371"
"Kolten Wong","Cardinals","58","232","202","53","11","1","5","25","25","21","35","6","6","2","",".261",".343",".406",".748",".320","","97","0.9","0.7","","0.1","1.5","0.9","12532"
"Avisail Garcia","Rays","44","187","170","45","7","1","7","22","25","12","45","3","3","1","",".262",".319",".440",".760",".319","","101","-0.2","0.0","","0.1","-2.7","0.4","5760"
"D.J. Stewart","Orioles","16","67","59","15","3","0","2","8","8","6","15","1","1","1","",".247",".326",".425",".750",".319","","98","0.1","-0.1","","-0.1","-0.9","0.1","17766"
"Trent Grisham","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".329",".421",".750",".319","","94","0.0","0.0","","0.0","0.0","0.0","sa874246"
"Lourdes Gurriel Jr.","Blue Jays","49","211","198","53","11","1","9","26","29","9","47","2","3","1","",".266",".303",".462",".765",".319","","99","0.1","-0.3","","-0.3","-2.2","0.5","19238"
"Jordan Luplow","Indians","45","186","165","41","9","1","7","23","24","17","42","2","3","1","",".246",".322",".431",".752",".319","","94","-0.1","0.1","","-1.5","-1.3","0.4","16424"
"Brett Gardner","","42","175","152","38","6","2","5","23","19","18","32","2","4","1","",".248",".332",".411",".743",".319","","97","0.9","0.9","","0.3","0.3","0.7","9927"
"Christian Walker","Diamondbacks","49","205","184","45","10","1","9","24","27","17","57","2","2","1","",".245",".312",".448",".760",".319","","93","0.2","0.8","","-1.6","-2.6","0.2","13419"
"Kole Calhoun","Angels","51","217","190","46","9","1","8","28","27","22","49","2","2","1","",".242",".326",".428",".754",".319","","101","0.2","0.9","","0.5","-1.3","0.7","11200"
"Hunter Dozier","Royals","53","226","203","51","11","2","7","26","28","20","60","2","2","1","",".250",".320",".435",".755",".319","","97","-0.3","-1.2","","-1.3","-1.8","0.5","15117"
"Robel Garcia","Cubs","22","86","78","19","3","1","4","11","13","6","29","1","1","0","",".240",".298",".469",".766",".318","","95","0.0","-0.2","","-0.6","-0.3","0.2","13167"
"Didi Gregorius","Yankees","50","210","194","51","9","1","8","26","29","12","29","2","3","1","",".263",".312",".447",".759",".318","","97","0.7","0.2","","-0.3","2.4","0.9","6012"
"Jake Bauers","Indians","50","204","178","44","10","1","6","24","24","22","49","2","4","2","",".245",".330",".413",".743",".318","","94","0.3","0.1","","-1.3","-3.4","0.2","15194"
"Cavan Biggio","Blue Jays","48","202","172","40","8","1","6","24","23","26","53","1","4","2","",".232",".337",".399",".736",".318","","98","0.2","-0.5","","-0.3","-0.9","0.6","19252"
"Neil Walker","Marlins","41","170","149","37","7","0","6","18","19","17","35","2","1","0","",".250",".330",".414",".744",".318","","99","0.0","-0.1","","-0.2","-1.7","0.4","7539"
"Adrian Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".260",".326",".430",".756",".318","","-100","0.0","0.0","","0.0","0.0","","1908"
"Jose Bautista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".336",".400",".736",".318","","-100","0.0","0.0","","0.0","0.0","","1887"
"Ty France","Padres","1","3","2","1","0","0","0","0","0","0","0","0","0","0","",".255",".318",".431",".749",".318","","97","0.0","0.0","","0.0","0.0","0.0","17982"
"A.J. Pollock","Dodgers","47","203","183","46","10","1","8","25","26","15","41","3","4","1","",".251",".316",".439",".755",".318","","98","0.6","-0.9","","0.0","-0.2","0.6","9256"
"Seth Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".327",".418",".745",".318","","-100","0.0","0.0","","0.0","0.0","","7331"
"Jarren Duran","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".287",".330",".418",".748",".318","","93","0.0","0.0","","0.0","0.0","0.0","sa3006786"
"Jaylin Davis","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".315",".438",".753",".318","","95","0.0","0.0","","0.0","0.0","0.0","sa875397"
"Brian McCann","Braves","29","116","102","25","4","0","5","13","15","11","21","2","0","0","",".241",".321",".427",".748",".317","","92","-0.5","-0.1","","-1.7","1.9","0.5","4810"
"Byron Buxton","Twins","56","213","193","49","12","2","7","28","27","15","56","2","10","3","",".255",".312",".446",".757",".317","","95","1.8","3.5","","0.5","4.2","1.2","14161"
"Evan Longoria","Giants","46","197","179","46","10","1","7","23","26","13","39","2","1","1","",".255",".311",".446",".757",".317","","97","0.0","0.1","","-0.9","0.8","0.6","9368"
"Jackie Bradley Jr.","Red Sox","55","217","189","46","11","1","7","27","26","21","55","4","4","1","",".242",".328",".418",".746",".317","","92","0.7","0.9","","-1.5","1.7","0.8","12984"
"J.D. Davis","Mets","24","100","90","23","4","0","4","12","12","8","23","1","0","0","",".255",".317",".433",".751",".317","","99","0.0","-0.2","","-0.1","-0.4","0.3","16219"
"Jose Osuna","Pirates","17","68","63","17","4","0","2","8","8","4","14","1","1","0","",".266",".314",".437",".752",".317","","95","0.0","-0.5","","-0.4","-0.7","0.1","12937"
"Adam Jones","Diamondbacks","55","242","225","60","12","0","9","28","30","12","43","3","2","1","",".268",".311",".442",".753",".317","","92","0.0","-1.2","","-2.7","-3.5","0.2","6368"
"Renato Nunez","Orioles","55","231","210","51","10","0","11","27","32","17","58","2","1","0","",".245",".305",".451",".756",".317","","96","-0.1","0.1","","-1.3","-5.1","0.2","14503"
"Odubel Herrera","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".262",".322",".427",".749",".317","","94","0.0","0.0","","0.0","0.0","0.0","11476"
"Brendan Rodgers","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".272",".318",".432",".750",".317","","78","0.0","0.0","","0.0","0.0","0.0","17907"
"Jeimer Candelario","Tigers","53","229","201","49","11","1","7","27","26","23","57","3","2","1","",".241",".323",".421",".744",".317","","96","0.4","0.0","","-0.7","0.7","0.8","13621"
"Todd Frazier","Mets","43","178","155","35","6","1","8","21","24","18","41","3","2","1","",".225",".315",".431",".746",".316","","99","-0.1","0.0","","-0.3","0.5","0.6","785"
"Seth Beer","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".315",".439",".754",".316","","100","0.0","0.0","","0.0","0.0","0.0","sa3006658"
"Cesar Hernandez","Phillies","57","243","212","56","9","2","4","27","22","26","45","2","5","2","",".265",".347",".383",".730",".316","","94","0.2","-0.4","","-1.8","0.5","0.6","10556"
"Logan Forsythe","Rangers","33","135","116","29","6","0","3","15","13","16","31","1","1","0","",".247",".343",".382",".725",".316","","89","0.0","0.3","","-1.9","-0.3","0.2","7185"
"Hanley Ramirez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".316",".433",".749",".316","","92","0.0","0.0","","0.0","0.0","0.0","8001"
"Alex Gordon","Royals","56","243","214","54","11","1","7","28","28","22","53","5","3","1","",".252",".332",".407",".739",".316","","95","-0.1","2.4","","-1.8","-0.1","0.6","5209"
"Colin Moran","Pirates","40","165","149","40","7","0","5","18","20","12","35","1","0","0","",".268",".325",".421",".746",".316","","95","-0.3","-2.0","","-1.5","-1.7","0.2","16909"
"LaMonte Wade","Twins","1","3","2","1","0","0","0","0","0","0","0","0","0","0","",".257",".345",".380",".725",".315","","94","0.0","0.0","","0.0","0.0","0.0","18126"
